"","url","Name","Record","Height","Weight","Reach","Stance","Style","DOB"
"310","http://ufcstats.com/fighter-details/3a8176e15b9887c1","Chris Weidman","15-5-0","6' 2""","185 lbs.","78""","Orthodox","Wrestling","Jun 17, 1984"
"311","http://ufcstats.com/fighter-details/16690d100f995f8f","Omari Akhmedov","20-5-1","6' 0""","185 lbs.","73""","Orthodox","Combat Sambo","Oct 12, 1987"
"312","http://ufcstats.com/fighter-details/3143bf892608139a","Yana Kunitskaya","13-5-0 (1 NC)","5' 6""","135 lbs.","68""","Orthodox","Taekwondo, Muay Thai, ARB, Gaidojutsu","Nov 11, 1989"
"313","http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb","Julija Stoliarenko","9-5-1","5' 7""","135 lbs.","66""","","Lethwei, Brazilian jiu-jitsu","Apr 08, 1993"
"314","http://ufcstats.com/fighter-details/08af939f41b5a57b","Beneil Dariush","19-4-1","5' 10""","155 lbs.","72""","Southpaw","Brazilian Jiu-Jitsu, Muay Thai","May 06, 1989"
"315","http://ufcstats.com/fighter-details/df1eb4354d18a906","Scott Holtzman","14-4-0","5' 9""","155 lbs.","69""","Orthodox",NA,"Sep 30, 1983"
"316","http://ufcstats.com/fighter-details/a12a8314adc1c1c9","Laureano Staropoli","9-3-0","6' 1""","170 lbs.","71""","Orthodox",NA,"Feb 27, 1993"
"317","http://ufcstats.com/fighter-details/b7b84ccd221be298","Nasrat Haqparast","12-3-0","5' 10""","155 lbs.","72""","Southpaw","Kickboxing","Aug 22, 1995"
"318","http://ufcstats.com/fighter-details/f8f1ec513bcfef43","Alexander Munoz","6-1-0","5' 9""","155 lbs.","72""","Switch",NA,"Feb 27, 1990"
"319","http://ufcstats.com/fighter-details/fccf811c1e8b01c7","Andrew Sanchez","13-5-0","6' 1""","185 lbs.","74""","Orthodox",NA,"Apr 08, 1988"
"320","http://ufcstats.com/fighter-details/4dcfb28c011c11b2","Wellington Turman","16-4-0","6' 0""","185 lbs.","72""","Orthodox","Brazilian Jiu-Jitsu","Jul 22, 1996"
"321","http://ufcstats.com/fighter-details/da816417a579a0bd","Gavin Tucker","12-1-0","5' 6""","145 lbs.","66""","Southpaw",NA,"Jun 17, 1986"
"322","http://ufcstats.com/fighter-details/304a21d0595e1a08","Justin Jaynes","16-5-0","5' 7""","145 lbs.","68""","Orthodox",NA,"Aug 10, 1989"
"323","http://ufcstats.com/fighter-details/d21113c9ff3788ae","Peter Barrett","11-4-0","5' 10""","145 lbs.","73""","Southpaw",NA,"Aug 10, 1986"
"324","http://ufcstats.com/fighter-details/b1a3e0aca758b322","Derek Brunson","21-7-0","6' 1""","185 lbs.","77""","Southpaw","Boxing, Wrestling, Brazilian Jiu-Jitsu","Jan 04, 1984"
"325","http://ufcstats.com/fighter-details/4144798612ef96e5","Edmen Shahbazyan","11-1-0","6' 2""","185 lbs.","74""","Orthodox",NA,"Nov 20, 1997"
"326","http://ufcstats.com/fighter-details/12f91bfa8f1f723b","Joanne Calderwood","14-5-0","5' 6""","125 lbs.","65""","Orthodox","Muay Thai","Dec 23, 1985"
"327","http://ufcstats.com/fighter-details/6d4b63c767106d3a","Vicente Luque","19-7-1","5' 11""","170 lbs.","75""","Orthodox","Muay Thai, Brazilian Jiu-Jitsu, Luta Livre","Nov 27, 1991"
"328","http://ufcstats.com/fighter-details/c6aee362c7a7d482","Randy Brown","12-4-0","6' 3""","170 lbs.","78""","Orthodox",NA,"Jul 08, 1990"
"329","http://ufcstats.com/fighter-details/f9b200db02b488d9","Lando Vannata","11-5-2","5' 9""","155 lbs.","71""","Orthodox",NA,"Mar 14, 1992"
"330","http://ufcstats.com/fighter-details/9ba2226646046b63","Frankie Saenz","13-7-0","5' 6""","135 lbs.","66""","Orthodox","Wrestling","Aug 12, 1980"
"331","http://ufcstats.com/fighter-details/6e9f40c706f91f32","Nate Maness","12-1-0","5' 10""","135 lbs.","72""","Orthodox",NA,"Jun 27, 1991"
"332","http://ufcstats.com/fighter-details/f6bcbd91b114ff58","Johnny Munoz","10-1-0","5' 9""","145 lbs.","71""","Orthodox",NA,"Feb 16, 1993"
"333","http://ufcstats.com/fighter-details/e00a3dee329a51f7","Jamall Emmers","18-5-0","5' 10""","145 lbs.","74""","Orthodox",NA,"Jul 24, 1989"
"334","http://ufcstats.com/fighter-details/ed2a8cc402173781","Vince Cachero","7-3-0","5' 6""","145 lbs.","68""","Orthodox",NA,"Nov 07, 1989"
"335","http://ufcstats.com/fighter-details/45f0cc9d18f35137","Chris Gutierrez","15-3-2","5' 9""","145 lbs.","67""","Orthodox",NA,"Apr 22, 1991"
"336","http://ufcstats.com/fighter-details/7f6ed67d3ed3c036","Cody Durden","11-2-1","5' 7""","135 lbs.","67""","Southpaw",NA,"Mar 29, 1991"
"337","http://ufcstats.com/fighter-details/9ce6d5a03af801b7","Darren Till","18-3-1","6' 0""","185 lbs.","74""","Southpaw",NA,"Dec 24, 1992"
"338","http://ufcstats.com/fighter-details/73e09f837f3b5ecc","Rogerio Nogueira","23-10-0","6' 2""","205 lbs.","75""","Southpaw",NA,"Jun 02, 1976"
"339","http://ufcstats.com/fighter-details/492b202d2064e7a9","Fabricio Werdum","24-9-1","6' 4""","231 lbs.","77""","Orthodox","Brazilian Jiu-Jitsu, Judo, Muay Thai, Submission Wrestling","Jul 30, 1977"
"340","http://ufcstats.com/fighter-details/3c6976f8182d9527","Alexander Gustafsson","18-7-0","6' 5""","205 lbs.","79""","Orthodox",NA,"Jan 15, 1987"
"341","http://ufcstats.com/fighter-details/d910665038efc639","Carla Esparza","18-6-0","5' 1""","115 lbs.","63""","Orthodox","Wrestling, Brazilian Jiu-jitsu","Oct 10, 1987"
"342","http://ufcstats.com/fighter-details/cd2c4d30c6e13b47","Marina Rodriguez","12-1-2","5' 6""","115 lbs.","65""","Orthodox",NA,"Apr 29, 1987"
"343","http://ufcstats.com/fighter-details/1fcfc3709fe58151","Peter Sobotta","17-7-1","6' 0""","170 lbs.","75""","Southpaw",NA,"Jan 11, 1987"
"344","http://ufcstats.com/fighter-details/a8283a4f415e1eb9","Francisco Trinaldo","26-7-0","5' 9""","155 lbs.","70""","Southpaw",NA,"Aug 24, 1978"
"345","http://ufcstats.com/fighter-details/4c88a1db5a46c6a4","Jai Herbert","10-2-0","6' 1""","155 lbs.","77""","Orthodox",NA,"May 13, 1988"
"346","http://ufcstats.com/fighter-details/5580771f383e141f","Jesse Ronson","21-10-0 (1 NC)","5' 10""","170 lbs.","70""","Southpaw","Kickboxing","Dec 24, 1985"
"347","http://ufcstats.com/fighter-details/92fa1401b7927da3","Jake Collier","11-5-0","6' 3""","205 lbs.","78""","Orthodox",NA,"Oct 25, 1988"
"348","http://ufcstats.com/fighter-details/76e2870ffafbe38f","Movsar Evloev","13-0-0","5' 7""","145 lbs.","72""","Orthodox","Wrestling","Feb 11, 1994"
"349","http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b","Mike Grundy","12-2-0","5' 7""","145 lbs.","72""","Orthodox","Wrestling","Jan 03, 1987"
"350","http://ufcstats.com/fighter-details/41f90012b86a11bf","Raphael Pessoa","10-2-0","6' 3""","262 lbs.","78""","Orthodox",NA,"Mar 09, 1989"
"351","http://ufcstats.com/fighter-details/91dac5e69e28d5b5","Pannie Kianzad","14-5-0","5' 7""","135 lbs.","66""","Orthodox","Boxing, Shootfighting, Submission Wrestling","Dec 08, 1991"
"352","http://ufcstats.com/fighter-details/673ea7dcc786b1b3","Bethe Correia","11-5-1","5' 5""","135 lbs.","64""","Orthodox","Sanda, Kung Fu, Boxing, BJJ, Wrestling","Jun 22, 1983"
"353","http://ufcstats.com/fighter-details/abd5fb12437eda21","Ramazan Emeev","19-4-0","5' 10""","170 lbs.","76""","Southpaw","Sambo, Freestyle wrestling","May 23, 1987"
"354","http://ufcstats.com/fighter-details/62f7097c04311193","Niklas Stolze","12-4-0","6' 1""","170 lbs.","74""","Switch",NA,"Dec 28, 1992"
"355","http://ufcstats.com/fighter-details/5fa2974cbd18e05c","John Castaneda","17-5-0","5' 6""","135 lbs.","71""","Switch",NA,"Dec 18, 1991"
"356","http://ufcstats.com/fighter-details/80eacd4da0617c57","Joseph Benavidez","28-7-0","5' 4""","125 lbs.","65""","Southpaw",NA,"Jul 31, 1984"
"357","http://ufcstats.com/fighter-details/0a1942069c9ad6b6","Jack Hermansson","21-5-0","6' 1""","185 lbs.","77""","Orthodox",NA,"Jun 10, 1988"
"358","http://ufcstats.com/fighter-details/8c0580d4fff106c1","Kelvin Gastelum","16-6-0 (1 NC)","5' 9""","185 lbs.","71""","Southpaw","Wrestling","Oct 24, 1991"
"359","http://ufcstats.com/fighter-details/c814b4c899793af6","Rafael Fiziev","8-1-0","5' 8""","155 lbs.","71""","Switch","Kickboxing","Mar 05, 1993"
"360","http://ufcstats.com/fighter-details/32c355b04fc57f3a","Marc Diakiese","14-4-0","5' 10""","155 lbs.","73""","Orthodox",NA,"Mar 16, 1993"
"361","http://ufcstats.com/fighter-details/528b071cf3da7c56","Luana Carolina","6-2-0","5' 6""","125 lbs.","69""","Orthodox",NA,"Jun 11, 1993"
"362","http://ufcstats.com/fighter-details/b1d19449397541dc","Askar Askarov","12-0-1","5' 6""","125 lbs.","67""","Orthodox","Wrestling, Sambo, Grappling","Oct 09, 1992"
"363","http://ufcstats.com/fighter-details/a0f0004aadf10b71","Alexandre Pantoja","22-5-0","5' 5""","125 lbs.","67""","Orthodox",NA,"Apr 16, 1990"
"364","http://ufcstats.com/fighter-details/327d5f279895110d","Roman Dolidze","7-0-0","6' 2""","205 lbs.","76""","Orthodox",NA,"Jul 15, 1988"
"365","http://ufcstats.com/fighter-details/99bd51917728c25d","Grant Dawson","16-1-0","5' 10""","145 lbs.","72""","Switch",NA,"Feb 20, 1994"
"366","http://ufcstats.com/fighter-details/776a58a67665a171","Nad Narimani","12-4-0","5' 8""","145 lbs.","70""","Orthodox",NA,"Apr 14, 1987"
"367","http://ufcstats.com/fighter-details/654ae722109a0d31","Joe Duffy","16-5-0","5' 10""","155 lbs.","73""","Orthodox",NA,"Feb 18, 1988"
"368","http://ufcstats.com/fighter-details/ec52462a1b41f714","Brett Johns","17-2-0","5' 7""","135 lbs.","71""","Orthodox",NA,"Feb 21, 1992"
"369","http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d","Montel Jackson","9-2-0","5' 10""","135 lbs.","75""","Southpaw",NA,"Apr 24, 1992"
"370","http://ufcstats.com/fighter-details/6d35bf94f7d30241","Amir Albazi","13-1-0","5' 5""","125 lbs.","68""","Orthodox",NA,"Oct 27, 1993"
"371","http://ufcstats.com/fighter-details/dee294e9717012c2","Malcolm Gordon","12-4-0","5' 7""","125 lbs.","71""","Switch",NA,"May 19, 1990"
"372","http://ufcstats.com/fighter-details/eae48ff31db420c2","Arman Tsarukyan","15-2-0","5' 7""","155 lbs.","72""","Orthodox",NA,"Oct 11, 1996"
"373","http://ufcstats.com/fighter-details/0052de90691d4a93","Davi Ramos","10-4-0","5' 6""","155 lbs.","70""","Orthodox","Brazilian Jiu Jitsu","Nov 05, 1986"
"374","http://ufcstats.com/fighter-details/e2f6b2769aaedd6c","Serghei Spivac","11-2-0","6' 3""","260 lbs.","78""","Orthodox",NA,"Jan 24, 1995"
"375","http://ufcstats.com/fighter-details/751de04455cfaac0","Calvin Kattar","22-4-0","5' 11""","145 lbs.","72""","Orthodox","Boxing","Mar 26, 1988"
"376","http://ufcstats.com/fighter-details/82a5152216251682","Dan Ige","14-3-0","5' 7""","145 lbs.","71""","Orthodox","Wrestling","Aug 06, 1991"
"377","http://ufcstats.com/fighter-details/c96d9178c9ed9e62","Tim Elliott","17-11-1","5' 7""","125 lbs.","66""","Southpaw","Wrestling","Dec 24, 1986"
"378","http://ufcstats.com/fighter-details/20999e27ddd94bda","Ryan Benoit","10-7-0","5' 5""","125 lbs.","68""","Orthodox",NA,"Aug 25, 1989"
"379","http://ufcstats.com/fighter-details/9c907996820d2d69","Jimmie Rivera","23-4-0","5' 4""","145 lbs.","68""","Orthodox",NA,"Jun 29, 1989"
"380","http://ufcstats.com/fighter-details/bf7ad5628363eec9","Cody Stamann","19-3-1","5' 6""","145 lbs.","64""","Orthodox","Wrestling","Nov 09, 1989"
"381","http://ufcstats.com/fighter-details/f7467152fd9f18a2","Taila Santos","16-1-0","5' 6""","125 lbs.","68""","Orthodox",NA,"Jun 22, 1993"
"382","http://ufcstats.com/fighter-details/51018a31ddf31eb2","Molly McCann","10-3-0","5' 4""","125 lbs.","62""","Orthodox",NA,"May 04, 1990"
"383","http://ufcstats.com/fighter-details/49ee5024966efc0d","Mounir Lazzez","10-1-0","6' 1""","170 lbs.","76""","Orthodox",NA,"Nov 16, 1987"
"384","http://ufcstats.com/fighter-details/396fe87b84ac2e1c","Lerone Murphy","9-0-1","5' 9""","145 lbs.","73""","Orthodox",NA,"Jul 22, 1991"
"385","http://ufcstats.com/fighter-details/1ae8f3c723aacff4","Ricardo Ramos","14-3-0","5' 9""","145 lbs.","72""","Orthodox",NA,"Aug 01, 1995"
"386","http://ufcstats.com/fighter-details/79325a3c1a5c3bf4","Andreas Michailidis","12-4-0","6' 0""","185 lbs.","76""","Orthodox",NA,"Jul 18, 1988"
"387","http://ufcstats.com/fighter-details/7026eca45f65377b","Jared Gordon","16-4-0","5' 9""","145 lbs.","68""","Orthodox","Wrestling, Boxing, BJJ","Sep 06, 1988"
"388","http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f","Chris Fishgold","18-4-1","5' 8""","145 lbs.","68""","Orthodox",NA,"Jun 06, 1992"
"389","http://ufcstats.com/fighter-details/d7e40dca3ae125be","Diana Belbita","13-6-0","5' 7""","125 lbs.","68""","Orthodox",NA,"Jun 26, 1996"
"390","http://ufcstats.com/fighter-details/b8a85389d115e35a","Jack Shore","13-0-0","5' 8""","135 lbs.","71""","Orthodox",NA,"Feb 06, 1995"
"391","http://ufcstats.com/fighter-details/34c2b3656f88f7ef","Aaron Phillips","12-4-0","5' 9""","135 lbs.","71""","Southpaw",NA,"Aug 05, 1989"
"392","http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e","Kamaru Usman","17-1-0","6' 0""","170 lbs.","76""","Switch","Wrestling","May 11, 1987"
"393","http://ufcstats.com/fighter-details/47b9e0e7703a4868","Jorge Masvidal","35-14-0","5' 11""","170 lbs.","74""","Orthodox","Boxing, Kickboxing","Nov 12, 1984"
"394","http://ufcstats.com/fighter-details/e1248941344b3288","Alexander Volkanovski","22-1-0","5' 6""","145 lbs.","71""","Orthodox",NA,"Sep 29, 1988"
"395","http://ufcstats.com/fighter-details/150ff4cc642270b9","Max Holloway","21-6-0","5' 11""","145 lbs.","69""","Orthodox","Boxing","Dec 04, 1991"
"396","http://ufcstats.com/fighter-details/d661ce4da776fc20","Petr Yan","15-1-0","5' 7""","135 lbs.","67""","Switch","Boxing, Muay Thai","Feb 11, 1993"
"397","http://ufcstats.com/fighter-details/d0f3959b4a9747e6","Jose Aldo","28-7-0","5' 7""","135 lbs.","70""","Orthodox",NA,"Sep 09, 1986"
"398","http://ufcstats.com/fighter-details/47b63240018d5d86","Rose Namajunas","10-4-0","5' 5""","115 lbs.","65""","Orthodox",NA,"Jun 29, 1992"
"399","http://ufcstats.com/fighter-details/beecb672a279223e","Amanda Ribas","10-1-0","5' 3""","125 lbs.","66""","Orthodox",NA,"Aug 26, 1993"
"400","http://ufcstats.com/fighter-details/4d5197f331c47290","Paige VanZant","8-5-0","5' 4""","115 lbs.","65""","Orthodox",NA,"Mar 26, 1994"
"401","http://ufcstats.com/fighter-details/009341ed974bad72","Jiri Prochazka","27-3-1","6' 3""","205 lbs.","80""","Orthodox",NA,"Oct 14, 1992"
"402","http://ufcstats.com/fighter-details/0845c81e37d3bcb3","Volkan Oezdemir","17-5-0","6' 2""","205 lbs.","75""","Orthodox","Kickboxing","Sep 19, 1989"
"403","http://ufcstats.com/fighter-details/447f9858ae78f921","Muslim Salikhov","17-2-0","5' 11""","170 lbs.","70""","Orthodox","Sanda, Changquan, Kickboxing, Shuai Jiao","Jun 09, 1984"
"404","http://ufcstats.com/fighter-details/8adcbd525fab8d9b","Elizeu Zaleski dos Santos","22-7-0","5' 11""","170 lbs.","73""","Orthodox","Muay Thai, BJJ, Capoeira","Dec 11, 1986"
"405","http://ufcstats.com/fighter-details/f7d73e452b064bf2","Danny Henry","12-4-0","6' 0""","145 lbs.","73""","Orthodox",NA,"Jul 17, 1988"
"406","http://ufcstats.com/fighter-details/9c65736747ca92ec","Leonardo Santos","18-4-1","6' 0""","155 lbs.","75""","Orthodox",NA,"Feb 05, 1980"
"407","http://ufcstats.com/fighter-details/d61316139d68dbe3","Roman Bogatov","10-1-0","5' 8""","155 lbs.","73""","Orthodox",NA,"Dec 15, 1990"
"408","http://ufcstats.com/fighter-details/82b4e942781b1046","Raulian Paiva","20-3-0","5' 8""","125 lbs.","69""","Orthodox",NA,"Oct 17, 1995"
"409","http://ufcstats.com/fighter-details/55fa6ce3e522c8bb","Zhalgas Zhumagulov","13-4-0","5' 4""","125 lbs.","66""","Switch",NA,"Aug 29, 1988"
"410","http://ufcstats.com/fighter-details/351c4ec637380ad5","Karol Rosa","13-3-0","5' 5""","135 lbs.","67""","Orthodox",NA,"Dec 30, 1994"
"411","http://ufcstats.com/fighter-details/9b7dfb3b7d99926a","Vanessa Melo","10-8-0","5' 5""","135 lbs.","65""","Orthodox",NA,"Mar 27, 1988"
"412","http://ufcstats.com/fighter-details/113df4fde64735c6","Davey Grant","12-4-0","5' 8""","135 lbs.","69""","Orthodox","Boxing, BJJ","Dec 18, 1985"
"413","http://ufcstats.com/fighter-details/ea3dcc417c322064","Martin Day","8-4-0","5' 10""","135 lbs.","73""","Orthodox",NA,"Nov 10, 1988"
"414","http://ufcstats.com/fighter-details/029eaff01e6bb8f0","Dustin Poirier","26-6-0 (1 NC)","5' 9""","155 lbs.","72""","Southpaw",NA,"Jan 19, 1989"
"415","http://ufcstats.com/fighter-details/193b9d1858bc4df3","Dan Hooker","20-9-0","6' 0""","155 lbs.","75""","Switch","Kickboxing","Feb 13, 1990"
"416","http://ufcstats.com/fighter-details/9e50097a89442158","Mickey Gall","6-3-0","6' 2""","170 lbs.","74""","Switch","Boxing, Brazilian Jiu-Jitsu, Muay Thai, Wrestling","Jan 22, 1992"
"417","http://ufcstats.com/fighter-details/fcd448a2fe1a23cc","Gian Villante","17-12-0","6' 3""","205 lbs.","76""","Orthodox","Kickboxing, Wrestling","Aug 18, 1985"
"418","http://ufcstats.com/fighter-details/8abac218746e04ca","Takashi Sato","16-3-0","5' 10""","170 lbs.","73""","Southpaw",NA,"Jun 09, 1990"
"419","http://ufcstats.com/fighter-details/902ec2cc48c8ae8a","Julian Erosa","24-9-0","6' 1""","145 lbs.","74""","Southpaw",NA,"Jul 31, 1989"
"420","http://ufcstats.com/fighter-details/4682bc59d5f55145","Sean Woodson","7-1-0","6' 2""","145 lbs.","78""","Orthodox",NA,"Jun 07, 1992"
"421","http://ufcstats.com/fighter-details/2844b047183a1adb","Luis Pena","8-3-0","6' 3""","155 lbs.","75""","Southpaw",NA,"Jul 05, 1993"
"422","http://ufcstats.com/fighter-details/53c943c873cffe90","Philipe Lins","14-5-0","6' 2""","240 lbs.","78""","Orthodox",NA,"Aug 17, 1985"
"423","http://ufcstats.com/fighter-details/ebef46976554f975","Jordan Griffin","18-8-0","5' 10""","145 lbs.","73""","Southpaw",NA,"Feb 28, 1990"
"424","http://ufcstats.com/fighter-details/fa6796c55d6c5440","Curtis Blaydes","14-2-0 (1 NC)","6' 4""","265 lbs.","80""","Orthodox","Folkstyle wrestling","Feb 18, 1991"
"425","http://ufcstats.com/fighter-details/fba03cd6cc28dc41","Josh Emmett","16-2-0","5' 6""","145 lbs.","70""","Orthodox","Wrestling","Mar 04, 1985"
"426","http://ufcstats.com/fighter-details/98d961097baaf308","Shane Burgos","13-2-0","5' 11""","145 lbs.","75""","Orthodox",NA,"Mar 19, 1991"
"427","http://ufcstats.com/fighter-details/fc169c387b4b465d","Raquel Pennington","11-9-0","5' 7""","135 lbs.","67""","Orthodox","Boxing","Sep 05, 1988"
"428","http://ufcstats.com/fighter-details/c7d297714d9ab1a4","Marion Reneau","9-6-1","5' 6""","135 lbs.","68""","Orthodox","Brazilian Jiu-Jitsu, Muay Thai","Jun 20, 1977"
"429","http://ufcstats.com/fighter-details/b1b0729d27936f2f","Belal Muhammad","17-3-0","5' 11""","170 lbs.","72""","Orthodox",NA,"Jul 09, 1988"
"430","http://ufcstats.com/fighter-details/4e0692ad070976e4","Lyman Good","21-6-0 (1 NC)","6' 0""","170 lbs.","74""","Orthodox",NA,"May 26, 1985"
"431","http://ufcstats.com/fighter-details/c47df9303d318c67","Clay Guida","35-17-0","5' 7""","155 lbs.","70""","Orthodox",NA,"Dec 08, 1981"
"432","http://ufcstats.com/fighter-details/31ef8b67e13495b3","Tecia Torres","11-5-0","5' 1""","115 lbs.","60""","Orthodox","Taekwondo, Muay Thai, Karate, Brazilian Jiu-Jitsu","Aug 16, 1989"
"433","http://ufcstats.com/fighter-details/b53c46f613f6f248","Brianna Van Buren","9-3-0","5' 0""","115 lbs.","62""","Southpaw","Wrestling","Aug 04, 1993"
"434","http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d","Marc-Andre Barriault","12-4-0","6' 1""","185 lbs.","74""","Orthodox",NA,"Feb 18, 1990"
"435","http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e","Oskar Piechota","11-4-1","6' 0""","185 lbs.","76""","Southpaw",NA,"Jan 24, 1990"
"436","http://ufcstats.com/fighter-details/5f179af5fffeb9f6","Cortney Casey","9-8-0","5' 7""","135 lbs.","67""","Orthodox",NA,"May 05, 1987"
"437","http://ufcstats.com/fighter-details/764342d39cdaa54a","Frank Camacho","22-9-0","5' 10""","170 lbs.","73""","Orthodox","Wrestling, Boxing, Brazilian Jiu-Jitsu","May 18, 1989"
"438","http://ufcstats.com/fighter-details/59a27d2e6d0802ac","Max Rohskopf","5-1-0","6' 1""","155 lbs.","71""","Orthodox",NA,"Sep 27, 1994"
"439","http://ufcstats.com/fighter-details/f72465a784c1b084","Jessica Eye","15-8-0 (1 NC)","5' 6""","125 lbs.","66""","Orthodox",NA,"Jul 27, 1986"
"440","http://ufcstats.com/fighter-details/7acbb0972e75281a","Marvin Vettori","15-4-1","6' 0""","185 lbs.","74""","Southpaw",NA,"Sep 20, 1993"
"441","http://ufcstats.com/fighter-details/37d5b176d438d2a5","Karl Roberson","9-3-0","6' 1""","185 lbs.","74""","Southpaw",NA,"Oct 04, 1990"
"442","http://ufcstats.com/fighter-details/40093d1d2d78394e","Charles Rosa","13-4-0","5' 9""","145 lbs.","69""","Switch",NA,"Aug 24, 1986"
"443","http://ufcstats.com/fighter-details/cf946e03ba2e7666","Kevin Aguilar","17-4-0","5' 7""","155 lbs.","73""","Orthodox",NA,"Sep 07, 1988"
"444","http://ufcstats.com/fighter-details/f57dd0bfa8c17813","Mark De La Rosa","11-5-0","5' 6""","135 lbs.","65""","Orthodox",NA,"Aug 31, 1994"
"445","http://ufcstats.com/fighter-details/016a8d958883167c","Gina Mazany","6-4-0","5' 6""","135 lbs.","68""","Southpaw",NA,"Aug 19, 1988"
"446","http://ufcstats.com/fighter-details/79cb2a690b9ba5e8","Zarrukh Adashev","3-2-0","5' 5""","125 lbs.","65""","Southpaw","Kickboxing, hand to hand combat","Jul 29, 1992"
"447","http://ufcstats.com/fighter-details/80fa8218c99f9c58","Amanda Nunes","20-4-0","5' 8""","145 lbs.","69""","Orthodox",NA,"May 30, 1988"
"448","http://ufcstats.com/fighter-details/39d91e95949de3d9","Felicia Spencer","8-2-0","5' 6""","145 lbs.","68""","Orthodox","BJJ, Kickboxing, Taekwondo","Nov 29, 1990"
"449","http://ufcstats.com/fighter-details/d8c7c61b176e3994","Cody Garbrandt","12-3-0","5' 8""","135 lbs.","65""","Orthodox","Wrestling","Jul 07, 1991"
"450","http://ufcstats.com/fighter-details/2f13e4020cea5b38","Raphael Assuncao","27-8-0","5' 5""","135 lbs.","66""","Orthodox","Muay Thai, Brazilian Jiu-Jitsu","Jul 19, 1982"
"451","http://ufcstats.com/fighter-details/cb696ebfb6598724","Aljamain Sterling","19-3-0","5' 7""","135 lbs.","71""","Orthodox","Wrestling","Jul 31, 1989"
"452","http://ufcstats.com/fighter-details/5331b25a60417ffb","Anthony Rocco Martin","17-6-0","6' 0""","170 lbs.","73""","Orthodox",NA,"Dec 11, 1989"
"453","http://ufcstats.com/fighter-details/fc9a9559a05f2704","Eddie Wineland","24-14-1","5' 7""","135 lbs.","69""","Orthodox","Wrestling","Jun 26, 1984"
"454","http://ufcstats.com/fighter-details/971246648e162f0d","Chase Hooper","9-1-1","6' 1""","145 lbs.","74""","Southpaw",NA,"Sep 13, 1999"
"455","http://ufcstats.com/fighter-details/2e585c701f72fe55","Ian Heinisch","14-3-0","5' 11""","185 lbs.","72""","Orthodox",NA,"Aug 05, 1988"
"456","http://ufcstats.com/fighter-details/76ee3d666c648f6b","Charles Byrd","10-7-0","5' 10""","185 lbs.","73""","Orthodox",NA,"Oct 11, 1983"
"457","http://ufcstats.com/fighter-details/b102c26727306ab6","Jussier Formiga","23-8-0","5' 5""","125 lbs.","67""","Orthodox",NA,"Apr 14, 1985"
"458","http://ufcstats.com/fighter-details/cc7040fe76f0ef91","Devin Clark","12-4-0","6' 0""","205 lbs.","75""","Orthodox","Wrestling","Apr 12, 1990"
"459","http://ufcstats.com/fighter-details/e5c9de15bb58b1c6","Evan Dunham","18-9-1","5' 10""","155 lbs.","70""","Southpaw","Wrestling, Boxing","Dec 18, 1981"
"460","http://ufcstats.com/fighter-details/23024fdfc966410a","Gilbert Burns","19-3-0","5' 10""","170 lbs.","71""","Orthodox","Brazilian Jiu-jitsuSubmission wrestling","Jul 20, 1986"
"461","http://ufcstats.com/fighter-details/1788eee370f077b7","Blagoy Ivanov","18-4-0 (1 NC)","5' 11""","250 lbs.","73""","Southpaw","Combat Sambo, Judo, Kickboxing","Oct 09, 1986"
"462","http://ufcstats.com/fighter-details/be68b375707dcb85","Spike Carlyle","9-2-0","5' 8""","145 lbs.","71""","Switch",NA,"May 06, 1993"
"463","http://ufcstats.com/fighter-details/5eb50529a8418b77","Gabe Green","9-3-0","5' 10""","170 lbs.","73""","Switch",NA,"May 02, 1993"
"464","http://ufcstats.com/fighter-details/5444c5a201d3ee5a","Jamahal Hill","8-0-0","6' 4""","205 lbs.","79""","Southpaw",NA,"May 19, 1991"
"465","http://ufcstats.com/fighter-details/7279654c7674cd24","Klidson Abreu","15-5-0","6' 0""","205 lbs.","74""","Orthodox",NA,"Dec 24, 1992"
"466","http://ufcstats.com/fighter-details/d2bc285ead803db0","Louis Smolka","16-7-0","5' 9""","135 lbs.","68""","Orthodox","Kenpo, Boxing, Judo","Jul 16, 1991"
"467","http://ufcstats.com/fighter-details/37098a6e6c27fb66","Vince Morales","9-5-0","5' 7""","145 lbs.","70""","Orthodox",NA,"Nov 12, 1990"
"468","http://ufcstats.com/fighter-details/4e06913c91da5200","Krzysztof Jotko","22-4-0","6' 1""","185 lbs.","77""","Southpaw",NA,"Aug 19, 1989"
"469","http://ufcstats.com/fighter-details/cad24459b28592ca","Eryk Anders","13-5-0","6' 1""","185 lbs.","75""","Southpaw","Kickboxing, Brazilian Jiu-Jitsu","Apr 21, 1987"
"470","http://ufcstats.com/fighter-details/efb96bf3e9ada36f","Song Yadong","16-4-1 (1 NC)","5' 8""","145 lbs.","67""","Orthodox","Sanda, BJJ","Dec 02, 1997"
"471","http://ufcstats.com/fighter-details/82d4c957649faf9b","Miguel Baeza","9-0-0","6' 2""","170 lbs.","74""","Orthodox",NA,"Aug 23, 1992"
